epoch,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,lr
20,0.7487207098105519,0.8276877761413843,0.9631811487481591,3.248643901761018,0.3463687145843186,0.6089385448221388,0.0005
21,0.6751832969936601,0.8085419735782101,0.96759941089838,3.196549147866958,0.34078212307152134,0.6256983253542937,0.0005
22,0.5922858168169395,0.8630338734309346,0.9808541973490427,3.306801497603262,0.3854748598357153,0.5754189957453552,0.0005
23,0.5629738662529062,0.865979381443299,0.9749631811487481,3.2420943742357817,0.3407821239039885,0.5977653627955047,0.0005
24,0.5603125362666612,0.8645066274810083,0.9779086892488954,3.3778809955000213,0.3687150824669353,0.6033519526433678,0.0005
25,0.48972619475250917,0.8836524301319656,0.9808541973490427,3.399942676448289,0.36312849028816435,0.5754189964113289,0.0005
26,0.4604804356073596,0.8777614138438881,0.9852724594992637,3.355459743371889,0.391061453512927,0.6368715057159935,0.0005
27,0.41488102069659505,0.9072164949331438,0.9808541973490427,3.430365019004438,0.37988826765694433,0.6256983213584516,0.0005
28,0.34461780526676655,0.9322533136966127,0.9837997054491899,3.518311328728106,0.3463687152502923,0.6256983260202674,0.0005
29,0.33265380956375196,0.9086892488954345,0.9926362297496318,3.458675797425169,0.3463687137518515,0.6145251370009097,0.0005
30,0.30496246669446947,0.9204712812960235,0.9941089837997055,3.597896040484892,0.3743016754781734,0.6089385488179809,0.00025
31,0.2857350844434505,0.9337260679222522,0.9926362297496318,3.4606885270699443,0.4022346363720281,0.6368715080469014,0.00025
32,0.25429669746769723,0.9248895436218104,0.9926362297496318,3.495385031460384,0.3910614511820191,0.6312849135372226,0.00025
33,0.22571135282692045,0.9425625920471281,0.9926362297496318,3.5802545387651667,0.3910614520144862,0.6256983213584516,0.00025
34,0.23403467161139263,0.946980854285132,0.9970544918998527,3.5659627794553446,0.43575418861218673,0.6256983213584516,0.00025
35,0.23401051854086555,0.9248895434462445,0.9941089837997055,3.628712511595401,0.3910614511820191,0.6201117308446149,0.00025
36,0.23445757376427853,0.9410898380848375,0.9926362297496318,3.6310358526986404,0.39664804336079007,0.6312849152021568,0.00025
37,0.17156772766212916,0.9602356406480118,0.9955817378497791,3.6611467366777983,0.38547486133415604,0.6201117308446149,0.00025
38,0.19260720787940214,0.9513991163475699,0.9970544918998527,3.6779702362401525,0.3854748598357153,0.6033519526433678,0.000125
39,0.19217528998083674,0.9455081001472754,0.9941089837997055,3.6428803944720904,0.396648045691698,0.597765364460439,0.000125
40,0.15865540170880235,0.9617083946980854,0.9955817378497791,3.6392320068188884,0.40782123004923987,0.6145251409967518,0.000125
41,0.16254541826529076,0.9543446245355002,0.9941089837997055,3.559889276600417,0.42458100508711194,0.6368715073809278,0.000125
42,0.12739755665343008,0.9690721650362366,0.9955817378497791,3.6246022099223216,0.42458100508711194,0.6145251386658439,6.25e-05
43,0.1305674095919276,0.9587628865979382,0.9955817378497791,3.6402498929860205,0.43016759643341573,0.6201117308446149,6.25e-05
44,0.13847110362309245,0.9558173785855738,0.9941089837997055,3.625729522225577,0.4357541909430946,0.6312849152021568,6.25e-05
45,0.10922721483153518,0.9690721649484536,1.0,3.634748827811726,0.41899441440678176,0.6368715073809278,6.25e-05
46,0.12410352031243567,0.9690721649484536,0.9970544918998527,3.6330590487858436,0.41899441207587385,0.6201117308446149,3.125e-05
47,0.12929350449888802,0.9602356406480118,0.9970544918998527,3.6391159009667082,0.43016759643341573,0.6256983230233858,3.125e-05
48,0.11665374964519523,0.9646539027982327,0.9955817378497791,3.6394242387910127,0.43575418944465383,0.6424580995596987,3.125e-05
49,0.09282386139589355,0.9720176730486009,1.0,3.6392998668734586,0.4245810042546448,0.6424580995596987,3.125e-05
50,0.1093833024540864,0.9602356406480118,0.9970544918998527,3.6322229081691977,0.4134078222280108,0.6312849152021568,1.5625e-05
