video_id,gloss,label,label_id,split,url,source,signer_id,frame_start,frame_end,fps,expected_video_stem,landmark_path
07072,book,book,0,test,https://www.handspeak.com/word/b/book.mp4,handspeak,14,1,-1,25,data\raw\WLASL100\videos\07072,data\landmarks\wlasl100\07072.npy
07073,book,book,0,train,https://www.handspeak.com/word/b/books-pile.mp4,handspeak,14,1,-1,25,data\raw\WLASL100\videos\07073,data\landmarks\wlasl100\07073.npy
67424,book,book,0,train,https://youtu.be/3-GrhsVs830,asllex,109,1,-1,25,data\raw\WLASL100\videos\67424,data\landmarks\wlasl100\67424.npy
07074,book,book,0,train,https://www.signingsavvy.com/signs/mp4/14/14326.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\07074,data\landmarks\wlasl100\07074.npy
07075,book,book,0,train,https://www.youtube.com/watch?v=Kwvw-K6GYW8,aslu,5,1,-1,25,data\raw\WLASL100\videos\07075,data\landmarks\wlasl100\07075.npy
07076,book,book,0,train,https://www.youtube.com/watch?v=XjWSfh50kAU,aslu,5,1,-1,25,data\raw\WLASL100\videos\07076,data\landmarks\wlasl100\07076.npy
07077,book,book,0,train,http://www.aslpro.com/main/b/book_accounting.swf,aslpro,49,1,-1,25,data\raw\WLASL100\videos\07077,data\landmarks\wlasl100\07077.npy
07078,book,book,0,train,http://www.aslpro.com/main/b/book_algebra.swf,aslpro,18,1,-1,25,data\raw\WLASL100\videos\07078,data\landmarks\wlasl100\07078.npy
07079,book,book,0,train,http://www.aslpro.com/main/b/book_anatomy.swf,aslpro,49,1,-1,25,data\raw\WLASL100\videos\07079,data\landmarks\wlasl100\07079.npy
07080,book,book,0,train,http://www.aslpro.com/main/b/book_art_history.swf,aslpro,18,1,-1,25,data\raw\WLASL100\videos\07080,data\landmarks\wlasl100\07080.npy
07081,book,book,0,train,http://www.aslpro.com/main/b/book_art.swf,aslpro,18,1,-1,25,data\raw\WLASL100\videos\07081,data\landmarks\wlasl100\07081.npy
07082,book,book,0,train,http://www.aslpro.com/main/b/book_business.swf,aslpro,18,1,-1,25,data\raw\WLASL100\videos\07082,data\landmarks\wlasl100\07082.npy
07083,book,book,0,val,http://www.aslpro.com/main/b/book_chemistry.swf,aslpro,18,1,-1,25,data\raw\WLASL100\videos\07083,data\landmarks\wlasl100\07083.npy
07084,book,book,0,train,http://www.aslpro.com/main/b/book_coloring.swf,aslpro,18,1,-1,25,data\raw\WLASL100\videos\07084,data\landmarks\wlasl100\07084.npy
69302,drink,drink,1,val,http://aslbricks.org/New/ASL-Videos/drink.mp4,aslbrick,115,1,-1,25,data\raw\WLASL100\videos\69302,data\landmarks\wlasl100\69302.npy
65539,drink,drink,1,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-119.mp4,aslsignbank,94,1,-1,25,data\raw\WLASL100\videos\65539,data\landmarks\wlasl100\65539.npy
70173,drink,drink,1,val,https://www.youtube.com/watch?v=F5Wef1_PtLk,northtexas,121,5710,5831,25,data\raw\WLASL100\videos\70173,data\landmarks\wlasl100\70173.npy
68538,drink,drink,1,val,https://www.youtube.com/watch?v=HZMTQJdBZ9g,lillybauer,113,1,71,25,data\raw\WLASL100\videos\68538,data\landmarks\wlasl100\68538.npy
68042,drink,drink,1,val,https://www.youtube.com/watch?v=KRc_WYI1DgA,valencia-asl,109,1,-1,25,data\raw\WLASL100\videos\68042,data\landmarks\wlasl100\68042.npy
68660,drink,drink,1,train,https://www.youtube.com/watch?v=Lk2Vws8homw,lillybauer,115,1,54,25,data\raw\WLASL100\videos\68660,data\landmarks\wlasl100\68660.npy
68041,drink,drink,1,train,https://www.youtube.com/watch?v=Nc7rSopCpI8,valencia-asl,109,1,-1,25,data\raw\WLASL100\videos\68041,data\landmarks\wlasl100\68041.npy
17725,drink,drink,1,train,https://www.youtube.com/watch?v=537MWOtCl78,aslu,5,1,-1,25,data\raw\WLASL100\videos\17725,data\landmarks\wlasl100\17725.npy
17726,drink,drink,1,train,https://www.youtube.com/watch?v=6gU3Ln98sWA,aslu,5,1,-1,25,data\raw\WLASL100\videos\17726,data\landmarks\wlasl100\17726.npy
17727,drink,drink,1,train,https://www.youtube.com/watch?v=Ddd2ZZNFhVI,nabboud,65,1,-1,25,data\raw\WLASL100\videos\17727,data\landmarks\wlasl100\17727.npy
17728,drink,drink,1,train,https://www.youtube.com/watch?v=g3rl9_LYqzI,aslu,5,1,-1,25,data\raw\WLASL100\videos\17728,data\landmarks\wlasl100\17728.npy
17710,drink,drink,1,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drink.mp4,startasl,36,1,-1,25,data\raw\WLASL100\videos\17710,data\landmarks\wlasl100\17710.npy
17729,drink,drink,1,train,https://www.youtube.com/watch?v=i0opsQ2zB1Q,aslu,5,1,-1,25,data\raw\WLASL100\videos\17729,data\landmarks\wlasl100\17729.npy
17730,drink,drink,1,test,https://www.youtube.com/watch?v=k6cNmM9WgUs,aslu,5,1,-1,25,data\raw\WLASL100\videos\17730,data\landmarks\wlasl100\17730.npy
17731,drink,drink,1,train,https://www.youtube.com/watch?v=LqJM7wcUixQ,aslu,5,1,-1,25,data\raw\WLASL100\videos\17731,data\landmarks\wlasl100\17731.npy
17732,drink,drink,1,train,http://www.aslpro.com/main/d/drink.swf,aslpro,44,1,-1,25,data\raw\WLASL100\videos\17732,data\landmarks\wlasl100\17732.npy
17733,drink,drink,1,train,http://www.aslsearch.com/signs/videos/drink-alcohol.mp4,aslsearch,12,1,-1,25,data\raw\WLASL100\videos\17733,data\landmarks\wlasl100\17733.npy
65540,drink,drink,1,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4,aslsignbank,94,1,-1,25,data\raw\WLASL100\videos\65540,data\landmarks\wlasl100\65540.npy
17734,drink,drink,1,val,http://www.aslsearch.com/signs/videos/drink.mp4,aslsearch,12,1,-1,25,data\raw\WLASL100\videos\17734,data\landmarks\wlasl100\17734.npy
17711,drink,drink,1,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4,signschool,52,1,-1,25,data\raw\WLASL100\videos\17711,data\landmarks\wlasl100\17711.npy
17712,drink,drink,1,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,signschool,6,1,-1,25,data\raw\WLASL100\videos\17712,data\landmarks\wlasl100\17712.npy
17713,drink,drink,1,test,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,asldeafined,21,1,-1,25,data\raw\WLASL100\videos\17713,data\landmarks\wlasl100\17713.npy
17714,drink,drink,1,train,https://www.handspeak.com/word/d/drink2.mp4,handspeak,20,1,-1,25,data\raw\WLASL100\videos\17714,data\landmarks\wlasl100\17714.npy
17715,drink,drink,1,train,https://www.handspeak.com/word/d/drink-alcohol.mp4,handspeak,14,1,-1,25,data\raw\WLASL100\videos\17715,data\landmarks\wlasl100\17715.npy
17716,drink,drink,1,test,https://www.handspeak.com/word/d/drink-british.mp4,handspeak,20,1,-1,25,data\raw\WLASL100\videos\17716,data\landmarks\wlasl100\17716.npy
17717,drink,drink,1,train,https://www.handspeak.com/word/d/drink.mp4,handspeak,14,1,-1,25,data\raw\WLASL100\videos\17717,data\landmarks\wlasl100\17717.npy
17718,drink,drink,1,test,https://www.handspeak.com/word/d/drink-mug.mp4,handspeak,20,1,-1,25,data\raw\WLASL100\videos\17718,data\landmarks\wlasl100\17718.npy
17709,drink,drink,1,train,https://media.spreadthesign.com/video/mp4/13/153289.mp4,spreadthesign,2,1,-1,25,data\raw\WLASL100\videos\17709,data\landmarks\wlasl100\17709.npy
67594,drink,drink,1,train,https://youtu.be/yawcLQIhQiE,asllex,109,1,-1,25,data\raw\WLASL100\videos\67594,data\landmarks\wlasl100\67594.npy
17719,drink,drink,1,train,https://www.handspeak.com/word/d/drink-plu.mp4,handspeak,14,1,-1,25,data\raw\WLASL100\videos\17719,data\landmarks\wlasl100\17719.npy
17720,drink,drink,1,train,https://www.signingsavvy.com/signs/mp4/14/14885.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\17720,data\landmarks\wlasl100\17720.npy
17721,drink,drink,1,train,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,signingsavvy,10,1,-1,25,data\raw\WLASL100\videos\17721,data\landmarks\wlasl100\17721.npy
17722,drink,drink,1,train,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,signingsavvy,10,1,-1,25,data\raw\WLASL100\videos\17722,data\landmarks\wlasl100\17722.npy
17723,drink,drink,1,train,https://www.signingsavvy.com/signs/mp4/23/23389.mp4,signingsavvy,10,1,-1,25,data\raw\WLASL100\videos\17723,data\landmarks\wlasl100\17723.npy
17724,drink,drink,1,val,https://www.signingsavvy.com/signs/mp4/7/7796.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\17724,data\landmarks\wlasl100\17724.npy
12306,computer,computer,2,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,asl5200,9,5122,5181,25,data\raw\WLASL100\videos\12306,data\landmarks\wlasl100\12306.npy
68028,computer,computer,2,train,https://www.youtube.com/watch?v=H-tAzh-nuV8,valencia-asl,109,1,-1,25,data\raw\WLASL100\videos\68028,data\landmarks\wlasl100\68028.npy
69054,computer,computer,2,train,https://www.youtube.com/watch?v=YEFd7zsUNXU,lillybauer,113,1,72,25,data\raw\WLASL100\videos\69054,data\landmarks\wlasl100\69054.npy
12328,computer,computer,2,train,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\12328,data\landmarks\wlasl100\12328.npy
12329,computer,computer,2,train,https://www.youtube.com/watch?v=97IwdVSOQho,aslu,5,1,-1,25,data\raw\WLASL100\videos\12329,data\landmarks\wlasl100\12329.npy
12330,computer,computer,2,train,https://www.youtube.com/watch?v=cujhpwWi1yY,aslu,5,1,-1,25,data\raw\WLASL100\videos\12330,data\landmarks\wlasl100\12330.npy
12312,computer,computer,2,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,startasl,38,1,-1,25,data\raw\WLASL100\videos\12312,data\landmarks\wlasl100\12312.npy
12331,computer,computer,2,train,https://www.youtube.com/watch?v=fY11M3Dxxx0,aslu,5,1,-1,25,data\raw\WLASL100\videos\12331,data\landmarks\wlasl100\12331.npy
12332,computer,computer,2,test,https://www.youtube.com/watch?v=lVo6MByRMHY,nabboud,65,1,-1,25,data\raw\WLASL100\videos\12332,data\landmarks\wlasl100\12332.npy
12333,computer,computer,2,val,https://www.youtube.com/watch?v=-_RSZM-lLXE,aslu,5,1,-1,25,data\raw\WLASL100\videos\12333,data\landmarks\wlasl100\12333.npy
12335,computer,computer,2,val,https://www.youtube.com/watch?v=vK4GwJaDcWU,aslu,5,1,-1,25,data\raw\WLASL100\videos\12335,data\landmarks\wlasl100\12335.npy
12336,computer,computer,2,test,https://www.youtube.com/watch?v=-wmqgdmwySo,nabboud,65,1,-1,25,data\raw\WLASL100\videos\12336,data\landmarks\wlasl100\12336.npy
12311,computer,computer,2,train,https://media.spreadthesign.com/video/mp4/13/51378.mp4,spreadthesign,56,1,-1,25,data\raw\WLASL100\videos\12311,data\landmarks\wlasl100\12311.npy
12337,computer,computer,2,train,http://www.aslpro.com/main/c/computer.swf,aslpro,72,1,-1,25,data\raw\WLASL100\videos\12337,data\landmarks\wlasl100\12337.npy
12338,computer,computer,2,train,http://www.aslsearch.com/signs/videos/computer.mp4,aslsearch,41,1,-1,25,data\raw\WLASL100\videos\12338,data\landmarks\wlasl100\12338.npy
12313,computer,computer,2,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,startasl,38,1,-1,25,data\raw\WLASL100\videos\12313,data\landmarks\wlasl100\12313.npy
12314,computer,computer,2,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,signschool,4,1,-1,25,data\raw\WLASL100\videos\12314,data\landmarks\wlasl100\12314.npy
12315,computer,computer,2,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,signschool,4,1,-1,25,data\raw\WLASL100\videos\12315,data\landmarks\wlasl100\12315.npy
12316,computer,computer,2,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,signschool,4,1,-1,25,data\raw\WLASL100\videos\12316,data\landmarks\wlasl100\12316.npy
12317,computer,computer,2,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,signschool,4,1,-1,25,data\raw\WLASL100\videos\12317,data\landmarks\wlasl100\12317.npy
12318,computer,computer,2,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4,signschool,4,1,-1,25,data\raw\WLASL100\videos\12318,data\landmarks\wlasl100\12318.npy
12319,computer,computer,2,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4,signschool,45,1,-1,25,data\raw\WLASL100\videos\12319,data\landmarks\wlasl100\12319.npy
12320,computer,computer,2,test,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4,asldeafined,59,1,-1,25,data\raw\WLASL100\videos\12320,data\landmarks\wlasl100\12320.npy
67519,computer,computer,2,test,https://youtu.be/u1xoXux2NaE,asllex,109,1,-1,25,data\raw\WLASL100\videos\67519,data\landmarks\wlasl100\67519.npy
12321,computer,computer,2,train,https://www.handspeak.com/word/c/computer-arm2.mp4,handspeak,20,1,-1,25,data\raw\WLASL100\videos\12321,data\landmarks\wlasl100\12321.npy
12322,computer,computer,2,train,https://www.handspeak.com/word/c/computer-arm.mp4,handspeak,20,1,-1,25,data\raw\WLASL100\videos\12322,data\landmarks\wlasl100\12322.npy
12323,computer,computer,2,train,https://www.handspeak.com/word/c/computer-head.mp4,handspeak,20,1,-1,25,data\raw\WLASL100\videos\12323,data\landmarks\wlasl100\12323.npy
12324,computer,computer,2,train,https://www.handspeak.com/word/c/computer-old2.mp4,handspeak,14,1,-1,25,data\raw\WLASL100\videos\12324,data\landmarks\wlasl100\12324.npy
12326,computer,computer,2,val,https://www.signingsavvy.com/signs/mp4/6/6011.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\12326,data\landmarks\wlasl100\12326.npy
12327,computer,computer,2,train,https://www.signingsavvy.com/signs/mp4/6/6012.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\12327,data\landmarks\wlasl100\12327.npy
05724,before,before,3,train,https://www.youtube.com/watch?v=pDqITge_TGs,asl5200,9,1733,1779,25,data\raw\WLASL100\videos\05724,data\landmarks\wlasl100\05724.npy
70348,before,before,3,train,https://www.youtube.com/watch?v=bq-HmgjGzmw,northtexas,121,4778,4873,25,data\raw\WLASL100\videos\70348,data\landmarks\wlasl100\70348.npy
68007,before,before,3,train,https://www.youtube.com/watch?v=IYH-gBXXl8I,valencia-asl,109,1,-1,25,data\raw\WLASL100\videos\68007,data\landmarks\wlasl100\68007.npy
05744,before,before,3,train,https://www.youtube.com/watch?v=MvtVsr3P098,aslu,5,1,-1,25,data\raw\WLASL100\videos\05744,data\landmarks\wlasl100\05744.npy
05746,before,before,3,val,https://www.youtube.com/watch?v=PeO4kaKvoVM,aslu,5,1,-1,25,data\raw\WLASL100\videos\05746,data\landmarks\wlasl100\05746.npy
05728,before,before,3,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4,signschool,32,1,-1,25,data\raw\WLASL100\videos\05728,data\landmarks\wlasl100\05728.npy
05747,before,before,3,train,https://www.youtube.com/watch?v=TQMe2WDz9QE,aslu,5,1,-1,25,data\raw\WLASL100\videos\05747,data\landmarks\wlasl100\05747.npy
05748,before,before,3,train,http://www.aslpro.com/main/b/before.swf,aslpro,24,1,-1,25,data\raw\WLASL100\videos\05748,data\landmarks\wlasl100\05748.npy
05749,before,before,3,train,http://www.aslsearch.com/signs/videos/before3.mp4,aslsearch,12,1,-1,25,data\raw\WLASL100\videos\05749,data\landmarks\wlasl100\05749.npy
05750,before,before,3,val,http://www.aslsearch.com/signs/videos/before.mp4,aslsearch,12,1,-1,25,data\raw\WLASL100\videos\05750,data\landmarks\wlasl100\05750.npy
05729,before,before,3,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4,signschool,46,1,-1,25,data\raw\WLASL100\videos\05729,data\landmarks\wlasl100\05729.npy
05730,before,before,3,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4,signschool,32,1,-1,25,data\raw\WLASL100\videos\05730,data\landmarks\wlasl100\05730.npy
65167,before,before,3,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4,aslsignbank,88,1,-1,25,data\raw\WLASL100\videos\65167,data\landmarks\wlasl100\65167.npy
05731,before,before,3,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4,signschool,4,1,-1,25,data\raw\WLASL100\videos\05731,data\landmarks\wlasl100\05731.npy
05732,before,before,3,train,https://media.asldeafined.com/vocabulary/1466681314.2550.mp4,asldeafined,13,1,-1,25,data\raw\WLASL100\videos\05732,data\landmarks\wlasl100\05732.npy
05733,before,before,3,train,https://media.asldeafined.com/vocabulary/1466681379.1244.mp4,asldeafined,13,1,-1,25,data\raw\WLASL100\videos\05733,data\landmarks\wlasl100\05733.npy
05734,before,before,3,train,https://media.asldeafined.com/vocabulary/1468755772.9751.mp4,asldeafined,13,1,-1,25,data\raw\WLASL100\videos\05734,data\landmarks\wlasl100\05734.npy
05735,before,before,3,test,https://www.handspeak.com/word/b/before-long.mp4,handspeak,20,1,-1,25,data\raw\WLASL100\videos\05735,data\landmarks\wlasl100\05735.npy
05736,before,before,3,val,https://www.handspeak.com/word/b/before.mp4,handspeak,14,1,-1,25,data\raw\WLASL100\videos\05736,data\landmarks\wlasl100\05736.npy
05727,before,before,3,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4,startasl,38,1,-1,25,data\raw\WLASL100\videos\05727,data\landmarks\wlasl100\05727.npy
05737,before,before,3,val,https://www.handspeak.com/word/b/before-past.mp4,handspeak,20,1,-1,25,data\raw\WLASL100\videos\05737,data\landmarks\wlasl100\05737.npy
05739,before,before,3,test,https://www.signingsavvy.com/signs/mp4/22/22829.mp4,signingsavvy,10,1,-1,25,data\raw\WLASL100\videos\05739,data\landmarks\wlasl100\05739.npy
05740,before,before,3,train,https://www.signingsavvy.com/signs/mp4/22/22831.mp4,signingsavvy,10,1,-1,25,data\raw\WLASL100\videos\05740,data\landmarks\wlasl100\05740.npy
05741,before,before,3,test,https://www.signingsavvy.com/signs/mp4/5/5971.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\05741,data\landmarks\wlasl100\05741.npy
05742,before,before,3,train,https://www.signingsavvy.com/signs/mp4/6/6164.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\05742,data\landmarks\wlasl100\05742.npy
05743,before,before,3,train,https://www.signingsavvy.com/signs/mp4/9/9194.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\05743,data\landmarks\wlasl100\05743.npy
09847,chair,chair,4,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,asl5200,9,1830,1889,25,data\raw\WLASL100\videos\09847,data\landmarks\wlasl100\09847.npy
70230,chair,chair,4,train,https://www.youtube.com/watch?v=4Nh1iFv2BMc,northtexas,121,2101,2231,25,data\raw\WLASL100\videos\70230,data\landmarks\wlasl100\70230.npy
68580,chair,chair,4,train,https://www.youtube.com/watch?v=j2hvnGiBrRI,lillybauer,115,1,51,25,data\raw\WLASL100\videos\68580,data\landmarks\wlasl100\68580.npy
70263,chair,chair,4,train,https://www.youtube.com/watch?v=WGfiiDgrq1I,northtexas,121,3092,3209,25,data\raw\WLASL100\videos\70263,data\landmarks\wlasl100\70263.npy
68019,chair,chair,4,train,https://www.youtube.com/watch?v=zICB0wesqvY,valencia-asl,110,1,-1,25,data\raw\WLASL100\videos\68019,data\landmarks\wlasl100\68019.npy
09865,chair,chair,4,train,http://www.aslpro.com//main/c/chair_stacking.swf,aslpro,72,1,-1,25,data\raw\WLASL100\videos\09865,data\landmarks\wlasl100\09865.npy
09866,chair,chair,4,train,http://www.aslpro.com/main/c/chair.swf,aslpro,72,1,-1,25,data\raw\WLASL100\videos\09866,data\landmarks\wlasl100\09866.npy
09848,chair,chair,4,train,https://media.spreadthesign.com/video/mp4/13/74909.mp4,spreadthesign,0,1,-1,25,data\raw\WLASL100\videos\09848,data\landmarks\wlasl100\09848.npy
09867,chair,chair,4,test,http://www.aslpro.com//main/c/chair_wood.swf,aslpro,72,1,-1,25,data\raw\WLASL100\videos\09867,data\landmarks\wlasl100\09867.npy
09869,chair,chair,4,train,http://www.aslsearch.com/signs/videos/chair.mp4,aslsearch,12,1,-1,25,data\raw\WLASL100\videos\09869,data\landmarks\wlasl100\09869.npy
09849,chair,chair,4,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chair.mp4,startasl,38,1,-1,25,data\raw\WLASL100\videos\09849,data\landmarks\wlasl100\09849.npy
09850,chair,chair,4,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chair-mVdtJjs-_20.mp4,signschool,31,1,-1,25,data\raw\WLASL100\videos\09850,data\landmarks\wlasl100\09850.npy
09851,chair,chair,4,val,https://media.asldeafined.com/vocabulary/1466729509.9229.mp4,asldeafined,59,1,-1,25,data\raw\WLASL100\videos\09851,data\landmarks\wlasl100\09851.npy
65328,chair,chair,4,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAIR-378.mp4,aslsignbank,90,1,-1,25,data\raw\WLASL100\videos\65328,data\landmarks\wlasl100\65328.npy
09853,chair,chair,4,train,https://www.handspeak.com/word/c/chair.mp4,handspeak,14,1,-1,25,data\raw\WLASL100\videos\09853,data\landmarks\wlasl100\09853.npy
09854,chair,chair,4,val,https://www.signingsavvy.com/signs/mp4/7/7821.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\09854,data\landmarks\wlasl100\09854.npy
09855,chair,chair,4,test,https://www.youtube.com/watch?v=8vc2vD9N4tk,aslu,5,1,-1,25,data\raw\WLASL100\videos\09855,data\landmarks\wlasl100\09855.npy
09856,chair,chair,4,train,https://www.youtube.com/watch?v=dXz1i9gTR4w,nabboud,65,1,-1,25,data\raw\WLASL100\videos\09856,data\landmarks\wlasl100\09856.npy
67483,chair,chair,4,val,https://youtu.be/K47c4lIJQvI,asllex,109,1,-1,25,data\raw\WLASL100\videos\67483,data\landmarks\wlasl100\67483.npy
